Video Time,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Action Unit 01 - Inner Brow Raiser,Action Unit 02 - Outer Brow Raiser,Action Unit 04 - Brow Lowerer,Action Unit 05 - Upper Lid Raiser,Action Unit 06 - Cheek Raiser,Action Unit 07 - Lid Tightener,Action Unit 09 - Nose Wrinkler,Action Unit 10 - Upper Lip Raiser,Action Unit 12 - Lip Corner Puller,Action Unit 14 - Dimpler,Action Unit 15 - Lip Corner Depressor,Action Unit 17 - Chin Raiser,Action Unit 18 - Lip Puckerer,Action Unit 20 - Lip Stretcher,Action Unit 23 - Lip Tightener,Action Unit 24 - Lip Pressor,Action Unit 25 - Lips Part,Action Unit 26 - Jaw Drop,Action Unit 27 - Mouth Stretch,Action Unit 43 - Eyes Closed,Stimulus,Event Marker,Interest,Boredom,Confusion
01:45.1,0.5478365,0.004201938,0.4058324,0.06131038,0.04410921,0.007347268,0.01860326,-0.4016304,0.3231567,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.1,0.5438942,0.00425991,0.4148916,0.06195841,0.04169662,0.007337414,0.01841198,-0.4106317,0.3210876,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.2,0.5390844,0.004312286,0.4249764,0.06263099,0.03943458,0.00731764,0.01824111,-0.4206642,0.3191832,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.2,0.5340988,0.004358837,0.4355586,0.06331508,0.03731645,0.007308962,0.01807086,-0.4311998,0.3174355,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.2,0.5295598,0.004402142,0.4451689,0.06405496,0.03531555,0.007362943,0.01792098,-0.4407668,0.3158368,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.3,0.525655,0.00444123,0.4536158,0.06479833,0.03337138,0.007419599,0.01779844,-0.4491746,0.3143795,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.3,0.522542,0.004465314,0.4612084,0.06545354,0.0314805,0.007481622,0.01768696,-0.4567431,0.3130562,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.3,0.520006,0.004492492,0.467761,0.06633434,0.02966544,0.007534617,0.01759839,-0.4632685,0.3118608,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.4,0.5180276,0.004521023,0.4731924,0.0671656,0.02793695,0.007598375,0.01753086,-0.4686714,0.3107861,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.4,0.5165709,0.004542939,0.4774164,0.06817556,0.02628289,0.007666665,0.01745918,-0.4728734,0.3098265,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.4,0.5151857,0.004565455,0.4813474,0.06931261,0.02476854,0.007754187,0.01742168,-0.4767819,0.3089756,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.5,0.5143152,0.004580906,0.4839353,0.07057704,0.02333708,0.007879206,0.01742909,-0.4793544,0.3082277,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.5,0.5135552,0.00459315,0.4864076,0.07179674,0.02201288,0.00803664,0.01742535,-0.4818144,0.3076945,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.5,0.5129275,0.004609837,0.4881642,0.07299535,0.02078767,0.008160319,0.01742368,-0.4835544,0.307247,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,B,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.6,0.5124438,0.004622648,0.49003,0.07407433,0.01965043,0.008298228,0.01742225,-0.4854074,0.3068804,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.6,0.5121183,0.004630965,0.4912795,0.07506604,0.01862251,0.00846237,0.01742535,-0.4866486,0.3065902,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.6,0.5121261,0.004636982,0.4924565,0.07601489,0.0176559,0.008661755,0.01744488,-0.4878195,0.306372,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.7,0.5123358,0.004637536,0.4933592,0.07688618,0.01675271,0.008783614,0.01748697,-0.4887216,0.3060317,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.7,0.5125981,0.004641703,0.4941705,0.07773551,0.01590043,0.008862455,0.01756089,-0.4895288,0.3057658,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.7,0.5132993,0.004641133,0.4942212,0.07852821,0.01510297,0.009140015,0.01764823,-0.4895801,0.305476,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.8,0.513945,0.00462942,0.4935049,0.07936488,0.01440064,0.009379953,0.01773171,-0.4888755,0.3052582,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.8,0.5146366,0.004623903,0.4920414,0.08021234,0.01374303,0.00961464,0.01782751,-0.4874175,0.3052256,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.8,0.5154577,0.004610764,0.4896764,0.08107927,0.01314557,0.009980445,0.01795497,-0.4850657,0.3052256,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.9,0.5164212,0.004590725,0.4868061,0.08194378,0.01262389,0.01043244,0.01810935,-0.4822154,0.3061907,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.9,0.5172393,0.004562647,0.4844986,0.08277166,0.01215284,0.01081313,0.01824937,-0.479936,0.3075879,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:45.9,0.5181583,0.004529987,0.4822499,0.08342592,0.0117511,0.01119293,0.01840802,-0.47772,0.3081463,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.0,0.5184777,0.004502871,0.4804435,0.08417864,0.01139669,0.01151359,0.0185427,-0.4759407,0.3081463,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.0,0.518483,0.004487476,0.4788185,0.08483576,0.01109293,0.01176785,0.01866436,-0.4743311,0.3081384,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.0,0.518334,0.004483,0.4777362,0.08544572,0.01086403,0.01200767,0.01881257,-0.4732532,0.3081384,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.1,0.5182819,0.004478521,0.4769526,0.0859168,0.01061818,0.01217346,0.01893469,-0.4724741,0.3089643,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.1,0.5185698,0.0044787,0.4751288,0.08633838,0.01034616,0.01224946,0.01903788,-0.4706501,0.3089643,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.1,0.5187669,0.004490186,0.4742344,0.08656117,0.01010462,0.01232638,0.01915021,-0.4697442,0.3089643,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,C,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.2,0.5188028,0.004498667,0.4731525,0.08688,0.00989837,0.01239245,0.01920867,-0.4686538,0.3123731,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.2,0.5186311,0.004511215,0.471457,0.08715215,0.009710348,0.01240765,0.01924251,-0.4669458,0.3153858,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.2,0.5185406,0.004519889,0.4703863,0.08741876,0.009606221,0.01250729,0.01929592,-0.4658664,0.3206542,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.3,0.5182778,0.004520776,0.4692483,0.08769234,0.009536741,0.01261374,0.01933836,-0.4647276,0.3238576,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.3,0.5179907,0.004522622,0.4679284,0.08798262,0.009502917,0.01277413,0.01938554,-0.4634058,0.3266139,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.3,0.5178993,0.004517049,0.4663008,0.08839204,0.009471809,0.01311302,0.01945595,-0.4617837,0.3278548,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.4,0.517886,0.004497103,0.4649646,0.08887749,0.009518385,0.01349485,0.01953061,-0.4604675,0.330069,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.4,0.5181094,0.004460499,0.4642613,0.08946791,0.00961217,0.0139379,0.01963091,-0.4598008,0.3332047,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.4,0.5181945,0.004415302,0.4645079,0.08988973,0.009720867,0.01427936,0.01968799,-0.4600926,0.3358606,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.5,0.5182444,0.004368722,0.4650466,0.09027009,0.009848144,0.01459127,0.01973675,-0.4606778,0.3381235,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.5,0.5182085,0.004329206,0.4659403,0.09056031,0.00997291,0.01485456,0.01979497,-0.4616111,0.3400683,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.5,0.5180498,0.004300048,0.4669723,0.09073963,0.01008393,0.01507641,0.01984899,-0.4626722,0.341751,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.6,0.5177832,0.00428245,0.4672981,0.09099322,0.01017844,0.01522817,0.01991021,-0.4630157,0.3432175,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.6,0.5174613,0.004267638,0.4679814,0.09120388,0.01027542,0.01525509,0.0199512,-0.4637138,0.3433512,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.6,0.517163,0.004246187,0.4694525,0.09148098,0.01056677,0.01553028,0.0200211,-0.4652064,0.3447787,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.7,0.5167956,0.004234062,0.4704736,0.09166464,0.01093611,0.01595741,0.02013803,-0.4662395,0.3460133,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.7,0.5170406,0.004202536,0.4707823,0.09147707,0.01133235,0.01640164,0.02023661,-0.4665797,0.3470778,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.7,0.5172463,0.004176209,0.4713047,0.09110408,0.01172538,0.0166329,0.02028866,-0.4671285,0.3470778,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.8,0.5171655,0.004173134,0.4712849,0.09054461,0.01207983,0.01678964,0.02032181,-0.4671118,0.3470709,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.8,0.5175703,0.004164525,0.4701206,0.08959555,0.01229994,0.01686881,0.02029279,-0.4659561,0.3470709,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.8,0.517736,0.004167457,0.4692591,0.08856565,0.01251894,0.01683171,0.02025444,-0.4650917,0.3470709,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.9,0.5178027,0.004169995,0.4678608,0.08735589,0.01272887,0.01674234,0.02019911,-0.4636908,0.3469996,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:46.9,0.5177396,0.004194183,0.4665777,0.08614236,0.01283766,0.01653248,0.02014403,-0.4623836,0.346846,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.0,0.5174528,0.004223745,0.4653212,0.08491212,0.01294264,0.01632172,0.02012105,-0.4610975,0.3467095,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.0,0.5168156,0.004297421,0.4635758,0.08402795,0.01301333,0.01603549,0.02006247,-0.4592784,0.3465897,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.0,0.5162507,0.004376369,0.4623144,0.08303934,0.01308997,0.01569705,0.02001535,-0.457938,0.3464856,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.1,0.5155173,0.004452256,0.4612291,0.08220005,0.01319176,0.01534966,0.01994969,-0.4567768,0.346396,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.1,0.5147652,0.004533033,0.4607413,0.08168237,0.01320262,0.01498652,0.01985963,-0.4562083,0.3463205,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.1,0.5140291,0.004607912,0.4606848,0.08138833,0.01328595,0.0146151,0.01975852,-0.4560769,0.3462582,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.2,0.5134121,0.00468767,0.4605889,0.08118699,0.01337617,0.01421538,0.01964674,-0.4559012,0.3461129,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.2,0.5129012,0.004768994,0.460425,0.08112125,0.01343791,0.01382862,0.01955206,-0.455656,0.3458728,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.2,0.5123611,0.004847426,0.4609176,0.08111484,0.01353197,0.01344728,0.01945904,-0.4560701,0.3458728,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.3,0.5120593,0.004902503,0.4601537,0.08092007,0.01360384,0.01305764,0.01935156,-0.4552512,0.3458728,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.3,0.5115092,0.004954355,0.4596702,0.08087394,0.01371852,0.01272635,0.01924468,-0.4547158,0.3457296,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.3,0.5112681,0.004986507,0.458679,0.08095307,0.01386408,0.01239212,0.01914849,-0.4536925,0.3454939,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.4,0.5110596,0.005035723,0.4573742,0.0810184,0.01395698,0.01208917,0.01907999,-0.4523385,0.3451708,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.4,0.5111887,0.005061542,0.4556802,0.08099165,0.01405926,0.01180658,0.01900453,-0.4506187,0.3448599,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.4,0.5111253,0.005100917,0.4549302,0.08079385,0.01418541,0.01153212,0.01897238,-0.4498293,0.3444664,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,D,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.5,0.5111725,0.005117801,0.4542449,0.08051248,0.01426964,0.01122668,0.01893163,-0.4491271,0.3439939,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,D,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.5,0.5111998,0.005145729,0.4530534,0.08030514,0.01427118,0.01094979,0.01889097,-0.4479077,0.3435417,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,D,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.5,0.5115883,0.005151649,0.452029,0.07984344,0.01421616,0.0107584,0.01888474,-0.4468774,0.3430139,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,D,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.6,0.5118082,0.005168676,0.4513285,0.07916075,0.01415884,0.01057321,0.01889347,-0.4461598,0.34251,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,D,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.6,0.5120167,0.005181953,0.4506187,0.07830098,0.01410378,0.01037883,0.01887353,-0.4454368,0.3420289,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.6,0.5123265,0.005172688,0.4498312,0.07743321,0.0140209,0.01018337,0.01886031,-0.4446585,0.3414741,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.7,0.5123968,0.00518826,0.4481147,0.07703377,0.01393499,0.00998109,0.01883807,-0.4429265,0.3409456,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,A,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.7,0.5127112,0.005198739,0.446712,0.0766408,0.01387341,0.009883,0.01885902,-0.4415133,0.3404389,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.7,0.5133115,0.005195534,0.4456958,0.07623946,0.01392594,0.009751947,0.01889051,-0.4405003,0.3399631,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.8,0.5135211,0.005210761,0.4450128,0.07594211,0.01401204,0.00958945,0.01890333,-0.4398021,0.3395838,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
01:47.8,0.5140875,0.005205897,0.444465,0.07542508,0.01397535,0.009414205,0.0189358,-0.4392591,0.3392956,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,B,D,NotActive,C,NotActive,NotActive,C,NotActive,C,No Stimulus,No Event Marker,0,0,0
